index, timestamp, power.draw [W]
0, 2019/09/06 14:24:37.970, 33.18 W
1, 2019/09/06 14:24:38.091, 31.98 W
2, 2019/09/06 14:24:38.103, 33.18 W
0, 2019/09/06 14:24:40.108, 32.94 W
1, 2019/09/06 14:24:40.203, 31.98 W
2, 2019/09/06 14:24:40.217, 33.19 W
0, 2019/09/06 14:24:42.221, 32.94 W
1, 2019/09/06 14:24:42.238, 31.98 W
2, 2019/09/06 14:24:42.243, 33.18 W
0, 2019/09/06 14:24:44.249, 33.19 W
1, 2019/09/06 14:24:44.335, 31.98 W
2, 2019/09/06 14:24:44.346, 33.18 W
0, 2019/09/06 14:24:46.366, 33.19 W
1, 2019/09/06 14:24:46.876, 31.98 W
2, 2019/09/06 14:24:46.880, 33.18 W
0, 2019/09/06 14:24:48.886, 32.94 W
1, 2019/09/06 14:24:49.281, 31.98 W
2, 2019/09/06 14:24:49.285, 33.18 W
0, 2019/09/06 14:24:51.290, 32.46 W
1, 2019/09/06 14:24:51.294, 31.98 W
2, 2019/09/06 14:24:51.298, 33.18 W
0, 2019/09/06 14:24:53.305, 33.19 W
1, 2019/09/06 14:24:53.309, 31.98 W
2, 2019/09/06 14:24:53.316, 33.18 W
0, 2019/09/06 14:24:55.321, 32.94 W
1, 2019/09/06 14:24:55.325, 31.98 W
2, 2019/09/06 14:24:55.330, 33.18 W
0, 2019/09/06 14:24:57.334, 32.94 W
1, 2019/09/06 14:24:57.339, 31.98 W
2, 2019/09/06 14:24:57.344, 32.69 W
0, 2019/09/06 14:24:59.348, 32.94 W
1, 2019/09/06 14:24:59.353, 31.98 W
2, 2019/09/06 14:24:59.367, 32.94 W
0, 2019/09/06 14:25:01.372, 32.94 W
1, 2019/09/06 14:25:01.376, 31.98 W
2, 2019/09/06 14:25:01.381, 33.18 W
0, 2019/09/06 14:25:03.385, 34.65 W
1, 2019/09/06 14:25:03.390, 31.98 W
2, 2019/09/06 14:25:03.394, 33.18 W
0, 2019/09/06 14:25:05.399, 32.94 W
1, 2019/09/06 14:25:05.404, 31.98 W
2, 2019/09/06 14:25:05.408, 33.18 W
0, 2019/09/06 14:25:07.413, 32.94 W
1, 2019/09/06 14:25:07.418, 31.98 W
2, 2019/09/06 14:25:07.422, 33.18 W
0, 2019/09/06 14:25:09.426, 33.19 W
1, 2019/09/06 14:25:09.431, 31.98 W
2, 2019/09/06 14:25:09.437, 33.18 W
0, 2019/09/06 14:25:11.442, 32.70 W
1, 2019/09/06 14:25:11.447, 31.98 W
2, 2019/09/06 14:25:11.451, 33.19 W
0, 2019/09/06 14:25:13.455, 32.94 W
1, 2019/09/06 14:25:13.463, 31.98 W
2, 2019/09/06 14:25:13.467, 32.94 W
0, 2019/09/06 14:25:15.472, 32.94 W
1, 2019/09/06 14:25:15.476, 31.98 W
2, 2019/09/06 14:25:15.480, 33.18 W
0, 2019/09/06 14:25:17.485, 32.94 W
1, 2019/09/06 14:25:17.489, 31.98 W
2, 2019/09/06 14:25:17.497, 34.89 W
